"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"0","2018-07-28","6,13","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,13] <-- 2100 Privatentnahmen allgemein [EUR 6,13]"
"40","2018-07-28","-33,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 27,73], 1406 [EUR 5,27] <-- 1600 Kasse [EUR 33,00]"
"41","2018-07-29","+97,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 97,00] <-- 4300 Erlöse 7% USt. [EUR 90,65], 3801 [EUR 6,35]"
"42","2018-07-29","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"43","2018-07-30","+40,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 40,00] <-- 4300 Erlöse 7% USt. [EUR 37,38], 3801 [EUR 2,62]"
"44","2018-07-30","+0,00","8","1600","1600","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 0,00] <-- 4300 Erlöse 7% USt. [EUR 0,00]"
"0","2018-07-31","-30,62","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 30,62] <-- 1800 Bank [EUR 30,62]"
"0","2018-07-31","-26,68","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 26,68] <-- 1800 Bank [EUR 26,68]"
"0","2018-07-31","-4,91","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 4,91] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 4,91]"
"0","2018-07-31","-11,98","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 10,07], 1406 [EUR 1,91] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 11,98]"
"0","2018-07-31","-50,93","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 41,25], 1406 [EUR 9,68] <-- 1800 Bank [EUR 50,93]"
"0","2018-07-31","-1,68","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 1,41], 1406 [EUR 0,27] <-- 1800 Bank [EUR 1,68]"
"0","2018-07-31","-12,35","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 10,00], 1406 [EUR 2,35] <-- 1800 Bank [EUR 12,35]"
"45","2018-07-31","-566,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 566,00] <-- 1600 Kasse [EUR 566,00]"
"46","2018-07-31","-220,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 220,00] <-- 1600 Kasse [EUR 220,00]"
"47","2018-07-31","+150,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 150,00] <-- 4300 Erlöse 7% USt. [EUR 140,19], 3801 [EUR 9,81]"
"48","2018-07-31","-86,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 86,00] <-- 1600 Kasse [EUR 86,00]"
"49","2018-07-31","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-08-01","-45,00","0","2100","1800","Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]"
"0","2018-08-01","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"0","2018-08-01","+74,72","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 74,72] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 74,72]"
"1","2018-08-01","+62,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 62,00] <-- 4300 Erlöse 7% USt. [EUR 57,94], 3801 [EUR 4,06]"
"2","2018-08-01","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"3","2018-08-01","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"4","2018-08-02","+97,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 97,00] <-- 4300 Erlöse 7% USt. [EUR 90,65], 3801 [EUR 6,35]"
"5","2018-08-02","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-08-03","-91,90","9","5906","1800","Werkstattreparatur B-E4305, ABS Fahrzeugtechnik GmbH","5906 Fremdleistungen 19% Vorsteuer [EUR 77,23], 1406 [EUR 14,67] <-- 1800 Bank [EUR 91,90]"
"6","2018-08-03","+102,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 102,00] <-- 4300 Erlöse 7% USt. [EUR 95,33], 3801 [EUR 6,67]"
"7","2018-08-03","+119,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 119,00] <-- 4300 Erlöse 7% USt. [EUR 111,21], 3801 [EUR 7,79]"
"8","2018-08-03","-238,00","9","5906","1600","Werkstattreparatur B-E4305, Taxi","5906 Fremdleistungen 19% Vorsteuer [EUR 200,00], 1406 [EUR 38,00] <-- 1600 Kasse [EUR 238,00]"
"9","2018-08-03","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"10","2018-08-03","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-08-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-08-06","+10,90","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 10,90] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 10,90]"
"0","2018-08-07","-12,13","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 10,19], 1406 [EUR 1,94] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 12,13]"
"0","2018-08-07","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-08-07","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-08-07","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"11","2018-08-07","-122,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 122,00] <-- 1600 Kasse [EUR 122,00]"
"0","2018-08-08","-9,99","0","6855","1800","Diesel / TotalCard","6855 Nebenkosten des Geldverkehrs [EUR 9,99] <-- 1800 Bank [EUR 9,99]"
"0","2018-08-08","+110,07","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 110,07] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 110,07]"
"0","2018-08-13","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-08-13","-48,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]"
"12","2018-08-13","+129,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 129,00] <-- 4300 Erlöse 7% USt. [EUR 120,56], 3801 [EUR 8,44]"
"13","2018-08-13","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-08-14","11,89","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]"
"0","2018-08-14","-4,17","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 4,17] <-- 1800 Bank [EUR 4,17]"
"0","2018-08-14","-3,69","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 3,10], 1406 [EUR 0,59] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 3,69]"
"14","2018-08-14","-42,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 42,00] <-- 1600 Kasse [EUR 42,00]"
"15","2018-08-14","+119,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 119,00] <-- 4300 Erlöse 7% USt. [EUR 111,21], 3801 [EUR 7,79]"
"16","2018-08-14","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-08-15","-34,98","0","6420","1800","Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]"
"0","2018-08-15","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"0","2018-08-15","+21,39","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 21,39] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 21,39]"
"0","2018-08-15","-203,90","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 165,16], 1406 [EUR 38,74] <-- 1800 Bank [EUR 203,90]"
"0","2018-08-15","-10,06","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 8,15], 1406 [EUR 1,91] <-- 1800 Bank [EUR 10,06]"
"0","2018-08-15","+38,91","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 38,91] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 38,91]"
"0","2018-08-15","-10,11","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 8,19], 1406 [EUR 1,92] <-- 1800 Bank [EUR 10,11]"
"17","2018-08-15","+110,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 110,00] <-- 4300 Erlöse 7% USt. [EUR 102,80], 3801 [EUR 7,20]"
"18","2018-08-15","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"19","2018-08-15","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-08-16","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"20","2018-08-16","+122,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 122,00] <-- 4300 Erlöse 7% USt. [EUR 114,02], 3801 [EUR 7,98]"
"21","2018-08-16","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"22","2018-08-16","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"23","2018-08-17","+109,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 109,00] <-- 4300 Erlöse 7% USt. [EUR 101,87], 3801 [EUR 7,13]"
"24","2018-08-17","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"25","2018-08-19","+60,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 60,00] <-- 4300 Erlöse 7% USt. [EUR 56,07], 3801 [EUR 3,93]"
"26","2018-08-19","-26,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 21,85], 1406 [EUR 4,15] <-- 1600 Kasse [EUR 26,00]"
"27","2018-08-19","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-08-20","+190,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 190,00] <-- 1460 Geldtransit [EUR 190,00]"
"0","2018-08-20","+42,79","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 42,79] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 42,79]"
"28","2018-08-20","+64,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 64,00] <-- 4300 Erlöse 7% USt. [EUR 59,81], 3801 [EUR 4,19]"
"29","2018-08-20","-190,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 190,00] <-- 1600 Kasse [EUR 190,00]"
"30","2018-08-20","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-08-21","29,50","0","6495","2100","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 29,50] <-- 2100 Privatentnahmen allgemein [EUR 29,50]"
"0","2018-08-21","-8,08","0","6495","1800","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 8,08] <-- 1800 Bank [EUR 8,08]"
"0","2018-08-21","-13,55","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 11,39], 1406 [EUR 2,16] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 13,55]"
"0","2018-08-21","99,00","9","5906","2100","APPLE DEVELOPER PROGRAM / BTV","5906 Fremdleistungen 19% Vorsteuer [EUR 83,19], 1406 [EUR 15,81] <-- 2100 Privatentnahmen allgemein [EUR 99,00]"
"31","2018-08-21","-93,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 93,00] <-- 1600 Kasse [EUR 93,00]"
"32","2018-08-21","+56,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 56,00] <-- 4300 Erlöse 7% USt. [EUR 52,34], 3801 [EUR 3,66]"
"33","2018-08-21","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"34","2018-08-22","+111,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 111,00] <-- 4300 Erlöse 7% USt. [EUR 103,74], 3801 [EUR 7,26]"
"35","2018-08-22","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-08-23","-80,15","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 80,15] <-- 1800 Bank [EUR 80,15]"
"0","2018-08-23","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-08-23","+41,60","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 41,60] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 41,60]"
"0","2018-08-23","+80,15","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 80,15] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 80,15]"
"36","2018-08-23","+98,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 98,00] <-- 4300 Erlöse 7% USt. [EUR 91,59], 3801 [EUR 6,41]"
"37","2018-08-23","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"38","2018-08-23","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-08-24","+29,17","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 29,17] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 29,17]"
"39","2018-08-24","+112,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 112,00] <-- 4300 Erlöse 7% USt. [EUR 104,67], 3801 [EUR 7,33]"
"40","2018-08-24","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"41","2018-08-26","+44,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 44,00] <-- 4300 Erlöse 7% USt. [EUR 41,12], 3801 [EUR 2,88]"
"42","2018-08-26","+0,00","8","1600","1600","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 0,00] <-- 4300 Erlöse 7% USt. [EUR 0,00]"
"0","2018-08-27","+70,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 70,00] <-- 1460 Geldtransit [EUR 70,00]"
"0","2018-08-27","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"0","2018-08-27","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"43","2018-08-27","+151,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 151,00] <-- 4300 Erlöse 7% USt. [EUR 141,12], 3801 [EUR 9,88]"
"44","2018-08-27","-70,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 70,00] <-- 1600 Kasse [EUR 70,00]"
"45","2018-08-27","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"46","2018-08-27","-8,00","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 6,72], 1406 [EUR 1,28] <-- 1600 Kasse [EUR 8,00]"
"47","2018-08-27","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-08-28","6,11","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,11] <-- 2100 Privatentnahmen allgemein [EUR 6,11]"
"0","2018-08-28","-18,24","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 15,33], 1406 [EUR 2,91] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 18,24]"
"48","2018-08-28","-99,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 99,00] <-- 1600 Kasse [EUR 99,00]"
"49","2018-08-28","+49,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 49,00] <-- 4300 Erlöse 7% USt. [EUR 45,79], 3801 [EUR 3,21]"
"50","2018-08-28","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-08-29","-0,68","0","6855","1800","Kreditkarte Visa / Landesbank Berlin","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-08-29","+21,39","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 21,39] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 21,39]"
"51","2018-08-29","+157,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 157,00] <-- 4300 Erlöse 7% USt. [EUR 146,73], 3801 [EUR 10,27]"
"52","2018-08-29","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"0","2018-08-30","+90,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 90,00] <-- 1460 Geldtransit [EUR 90,00]"
"0","2018-08-30","+81,36","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 81,36] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 81,36]"
"53","2018-08-30","+80,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 80,00] <-- 4300 Erlöse 7% USt. [EUR 74,77], 3801 [EUR 5,23]"
"54","2018-08-30","-90,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 90,00] <-- 1600 Kasse [EUR 90,00]"
"55","2018-08-30","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-08-31","-25,57","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 25,57] <-- 1800 Bank [EUR 25,57]"
"0","2018-08-31","-5,39","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 5,39] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 5,39]"
"0","2018-08-31","-6,39","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 5,37], 1406 [EUR 1,02] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 6,39]"
"0","2018-08-31","+57,57","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 57,57] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 57,57]"
"0","2018-08-31","-79,65","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 64,52], 1406 [EUR 15,13] <-- 1800 Bank [EUR 79,65]"
"0","2018-08-31","-3,36","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 2,82], 1406 [EUR 0,54] <-- 1800 Bank [EUR 3,36]"
"56","2018-08-31","-324,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 324,00] <-- 1600 Kasse [EUR 324,00]"
"57","2018-08-31","-230,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 230,00] <-- 1600 Kasse [EUR 230,00]"
"58","2018-08-31","-66,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 66,00] <-- 1600 Kasse [EUR 66,00]"
"59","2018-08-31","+132,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 132,00] <-- 4300 Erlöse 7% USt. [EUR 123,36], 3801 [EUR 8,64]"
"60","2018-08-31","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"53","2018-09-01","+102,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 102,00] <-- 4300 Erlöse 7% USt. [EUR 95,33], 3801 [EUR 6,67]"
"54","2018-09-01","-11,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 9,24], 1406 [EUR 1,76] <-- 1600 Kasse [EUR 11,00]"
"55","2018-09-01","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"56","2018-09-02","+136,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 136,00] <-- 4300 Erlöse 7% USt. [EUR 127,10], 3801 [EUR 8,90]"
"57","2018-09-02","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-09-03","-45,00","0","2100","1800","Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]"
"0","2018-09-03","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"58","2018-09-03","+103,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 103,00] <-- 4300 Erlöse 7% USt. [EUR 96,26], 3801 [EUR 6,74]"
"59","2018-09-03","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-09-04","-7,19","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 6,04], 1406 [EUR 1,15] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 7,19]"
"0","2018-09-04","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-09-04","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-09-04","+220,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 220,00] <-- 1460 Geldtransit [EUR 220,00]"
"0","2018-09-04","+27,42","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 27,42] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 27,42]"
